Hash,From,To,Amount_BTC,Amount_USD,Time
7475fc9739bdb3740e829ac57a7f2e96a1484953ffb85b8dadd33e6ed5dd7ac9,1EyETQi92b4BX2MV3E1d2pnosFVffAdbXu,1GRamKjqhjWmc2NrCeRwNkzxeJ58JiCYhy,0.9127184,8043.230500976,2020-01-15T23:08:10
7a0cf2cb2a75a33f6275f0343a898ea0f34d14905b45a68d909db6334f5b0969,37biYvTEcBVMoR1NGkPTGvHUuLTrzcLpiv,15qeGDhaKGAep4kAAAe2usrkXw1GXXzmTJ,1.0,8812.39,2020-01-15T23:08:10
756424a5894f41471093c435140ad302f96d774fe959d131ceacb2fce08ddf54,1AFB5LoHwfim5XX6D29LpXpMKrx1oQScTo,15oFtiyqpcoKxDdyXjZb4a5qG5ZWnwHGsg,0.43859686000000003,3865.0865830954,2020-01-15T23:08:09
bd1b9793ffa3aa2363a4ee6288c673d11a921be2ee10251f8b2bfc0f7462093d,3QokXhzCzmgBXE8uo15NBYG1Yc6j1s66kP,12B44C7q8YVMDNWiEEgX4toBvvFuXmEZMT,0.04988115,439.57214744849995,2020-01-15T23:08:10
781fd2c19e3279756416b8a9c4d12fa8e0e407cdee3771241df7a1989c9f2906,3Kpm85o7Mvf4GWtgjrSTQJdNeP33WDzAbm,3MD5HY8E1d3Q7sS1V7ZGkQudLVKCXYg34q,3.70564812,32655.6164362068,2020-01-15T23:08:10
e205ec3fa496bc3a35733257e6be80b91f3a9f09912ef070f0f31b6efea356fe,3756ZEaiT1sZickR8inNzkRZER2UmWJiwL,1GDeYoqqX1NdA8c8L3BwFNt4ntTmmSaxtD,7.64913126,67407.12782431139,2020-01-15T23:08:08
32a7c2c5780a9b83261be23833d8bd4da242ffcdb766c5ba390c3eb6f6f51add,3KaC9au8LRWMR3AEeQowgyaqSJxLSLhab5,3KYWWfquFhAvhszSkReyigsSs3yxbcDxwY,0.1,881.239,2020-01-15T23:08:07
54e95ccb8efb674da7e46e58a222c06c96e357f2fec59f95ce88e893df1346d6,1GE4bDbfsd7nHVKXoQg9PPeTiJN29pRAyz,18UbunUoBAH3rgihsTnkzYfS6nBKMa5JPo,0.00483338,42.593629578199995,2020-01-15T23:08:04
667ef03db125a4f2c36fae3bf1d255ed790996778a736aa2be4366477862bc78,3KoFx3By1ejHwUa9pRtu5YMedjjjLBdfDB,1LcUvTfNr5opgnJ7XRQVYpz23SrP4TG9RK,4.41991337,38950.000382654296,2020-01-15T23:08:05
5d894dc114b71265d2c7c2350da4d0088e81e5c6e94589d434b19571adb17c77,1LTqBGSyEHR7RMumXRg11Ur1KQZRTgJX1N,14rcESHwNCVzwBRHFhz1ET7JU7Mh8Vxi26,0.04583952,403.95572765279996,2020-01-15T23:08:07
c029c75e125769bd05b8d5620ddcda5cc7c3ade0709ddc70e81efde47b58af17,3Qz2ajbmBJBdM2pME6fg26Ajxjg9YxzfUr,3HVnwHNAXfRyHGzxhT1uoKRDCsqibmfc1Y,0.19062964000000002,1679.9027332396001,2020-01-15T23:08:07
1a314b603abf8bdf99ae1a6f1d5ccfc708df8fbd7a8bec86eaa74b84a3597204,13rDz2xCVBtLjMtLo1DciKNqdwHvb2nXUe,3C6jnQw3jCAsQfzP7w5LDd7W7kVHeQGmqP,0.00014004,1.2340870955999999,2020-01-15T23:08:06
e24ec46e6ba6e8e65411edc1602042db9db5546d74058d68d0d888a2f9aaaf03,3MhBmxioeoecfDVmdUWyxhNnQ78a5hRtNW,33Cv1DMfx7An1nu2UgqQZn2w4WN8RjtcvN,2.25675875,19887.4382409125,2020-01-15T23:08:04
b613f013fde200ef8b958988ae0f914976012bebfecb31025f37c49fc97bddcb,14kQv63cZnxzBxqPgMTcUCioVVcXchL9o3,13N9ZhsBBogq3GWXKJqtgmjABG7R7Bcp5n,0.015349370000000001,135.2646346943,2020-01-15T23:08:04
d0f8bcc1f77e3e8a2155e3693f5b411161e4d33d046bd74b9d90be31dd8a7960,1QJouPe9NL9e219vtVKXvEY9zjdNCNkiFk,14toBn8nSHgVknghWBzy1LYwzvmHxhXjdP,0.00106257,9.3637812423,2020-01-15T23:08:07
471b6bad3fa6d2569a9910e80b74b784dc4788050630b8646bee4ff1bce82651,3FAMcJ2u4txKFVoru2TNrjqCZZvLMZtEzY,3PL2oVueBNcioXKypioxyvRSe9TiVSqL4q,0.12259636,1080.3669369003999,2020-01-15T23:08:05
e2f1dd06a320452c0f52b23ecdccdecf04a910d55a6821cb4e7288a9f370f8c1,3Nc4cS58WAbY9W4eTq5Y5rxwHaSC8CTCfL,1CJK7j1AvtfVe3LfZzLGJetaknokBF7uT4,0.73354722,6464.3041860558,2020-01-15T23:08:04
d7d22b1607c90dd896282b748c6850ca950241e67f3bdf6ecbf92a0b7b6205bc,3M92sq9ssFaNbEwF47uteVKJsbw125juS7,3M92sq9ssFaNbEwF47uteVKJsbw125juS7,0.01913329,168.6100134631,2020-01-15T23:08:04
419f89c1165444a5995377f3a408345a1233edb7f96ca4dc3537ad51b1d242b7,1CENYF7ztK9q9mtQfNLikEQx92mrr2JsC9,19b7MwhMYGYmSQCLiWftMe5kztK3JCR5rd,0.01103603,97.2538004117,2020-01-15T23:08:04
82269939e1f48347f714e16789df5e2d2735aad5ba53b29ac4b26d1846c6145c,1ExY23YEA2usfuQYCvyXYKmKSBRNdvxcNJ,1Gyd3R3xCW8CeFtExCrsrYnPS58d8tJTuR,0.00188244,16.588795431599998,2020-01-15T23:08:02
2c637ef8de2f2c27fe73363520252b8abd136b787d13663881d4758163a0c348,3J7om9ie8iEgizW9nk7v4LrisEvo69iq1H,1CWh78MM9hqeSzEUxHMy75cZt4Xi3Fj3FU,0.00290835,25.6295144565,2020-01-15T23:08:03
7eaac13aa06fde2e1058d5e215ac1540285bed000d6a4ed59aea241ac499a9e2,1752ZjpV3a5v2a38bU7Y1D7votrjRtGk8L,1BFgda5BmJqUjo9yf4AJh3KMhzSWjtQktT,0.01895681,167.0548028759,2020-01-15T23:08:02
f491d80d485dac4d7068826091134bdd5de0602d93c40b198f8ec6ef8c88a46d,3KDqL5XZDmocDAS7wjCucU8FxHAuAUtdoS,3B6yBaw9XxgR31vWRPjTh1fPuvF5SxpCek,0.57935,5105.4581465,2020-01-15T23:08:03
7c816627a985f9880f8bb0bfdde1800d8bd8e6ee4575951e9b38ed7a0f4f8156,1GrMeZDV2ibdxpCeMDxpAi4CAmfDpCkyfP,3MzEwUqg8c4SddqAYBXkmEwDjmFG6afYzb,0.00259834,22.8975854326,2020-01-15T23:08:01
f026c4c156aa22d5d116352376799e6ce54b87bfcb3dc125ab769dd215b04fe2,347jC6neZysTtAYU3NuMBrn9Nx11cjbzxr,3BMC3v3uXTjgAuLL1w6Ug2MMcjznzt5NL6,0.68382876,6026.1657263363995,2020-01-15T23:08:01
4f105882b4115c84fc052c2e238e2a8950e6187376528a25d908f1bafb5299e2,17h2saJ6uTopZojKdYQngbj1gqPZTTVusq,17YhdgwYTpUNcnYSuJHK38UJYdeVVA2x9K,0.05928462,522.4391924418,2020-01-15T23:07:59
6db38a711fe5807cc09076bd2512cd3becb441eb9d718f2bff5c358bd9fbabc9,1597gw3zVFyq1orikiS2pSTReqZhXQs9Fb,1PEtqR6StJAkQymK3jxcRU1e1rCFn71AhZ,0.00829653,73.11225800669999,2020-01-15T23:07:59
1193510afe197a8183a2df7b7f32529e264ee0aa047a29f085f866cbc8865d81,3A6o98dE6mSEHhRFBPfFJ9iefCniVzKzQ1,34D2mcqfZmxJLFirJ723GWQS7eZpZovrfz,0.07160025,630.9693270975,2020-01-15T23:07:59
7ff1545f104892b449932d7b26174d42f3f6a33c081e13b627144f6c5d09273d,3DbLE1V7J3Mwd1LBJfwQGd9Zw2YHKXMf9r,37LsTwMhLjVr1rR9SUPfCsNoVyeMt5bjmy,0.0141972,125.11126330799999,2020-01-15T23:07:59
6871daf98b5469ee553458433a2dc8fac6551a4b77cb42d67455bb9771e132ed,3FNrRWSj2KnBnEMv7dAuSsjRfMdSTrayXL,3QfwGaH5aHcTyK6rDt8ofX6fagPsatyACp,0.08403994000000001,740.5927268566,2020-01-15T23:07:59
a7a892bd6b04286e4d5e4744b388bc32d5954a7e95704e3e0e6a3292c36bb044,34dvVuFxbX9aiLkg5j5FteseMeuU956zE5,36UQ4n923teK8nPuC8P2gghD61F8PM1icx,0.17871332,1574.8914740348,2020-01-15T23:07:59
a06c5179b12efbb9e4dc531f9f39350ceeae25e6e456f61166cc13cdc38ac40d,323RrGYeZfYsqdTUjBiEAVG6GmarMkS7Zb,15XtEg8yNkrQej81eiacryqM4RBb4BTyyC,0.20025914,1764.7616427445998,2020-01-15T23:07:58
2d4de0392156a44be7cb64f763c12caeacb947401b48443f34f5c8aedc5c2294,34r76rFu6CbhVuKNR7tUpdhYsihG92Auf7,3Hm3ZdsUQV8CBzwG2L2YjzR4X1gHPRGSNQ,0.1276632,1125.0179070479999,2020-01-15T23:07:59
80017010db481bd14f9be9de87728e053b4c0dcb4f0195fbe5840fb8bbb84736,14PaG4APaApfaFQ8Vt8P8veeR5gT9JTG39,3BEyRrfMzF8H3LiC2KzxNrHKoZveEMxnMf,0.13728368,1209.7973287951997,2020-01-15T23:07:56
cd0f27059772e4870795ba0e56dcb2ffd4b62b5baa66359ff0f997f4791ff509,3756ZEaiT1sZickR8inNzkRZER2UmWJiwL,31ydEzJEuwHNfrXUbJdWBN1KFrrzzpgNGV,2.74570136,24196.1912078504,2020-01-15T23:07:56
6b881a8fb24319c06897ee3e8fbc9de21c55feb7fbeec605ce4988979c0d9f03,17AQZwvhfHBFGJ91dVSSZnh4XuYpBqhK1D,3JZDXzmaVs3DtMVh8aW68ebXMDX2o84yNj,0.10688122,941.8789943157999,2020-01-15T23:07:54
a0041f360d3b9382c54d25d9bbcfc495ccbcdc9b9854f85f725093841d13aa10,13PhHntkzzycjcWW1YBPSbPPDfKmmmAgoC,112p9N6fQJwAWKFuzUKoHmrYFPtf9JQrcs,0.6098688800000001,5374.4024194232,2020-01-15T23:07:56
d9e1d51534c6656323475cecb41711e6d5949dcfab946ac53e7b22450f8fa230,13HhrE69DGgp1M2WkffYvueruVtSJuryZv,1HZzWxn8dRzEx8VT3JBoXDmj5FeVm6TJP3,0.00016139,1.4222316221,2020-01-15T23:07:55
cae2dae296f07c6e779aa2bcb41cb2606f4e9c2b960edd5a61ffe038e6bbf5fa,19vU63aHQ6ore8wbCsQp5GdnXL6EhtYTv1,1Fym7qnA3L3HiCpkXK1uoNUuRKzbyTk9QN,0.034146,300.90786894,2020-01-15T23:07:52
0333aaf2f285c18c88197c3209bd92f71a92d7cde2d14670073a76acb3eac06b,1966U1amSru3L1RJeaai6JTX6SpHrEp3y7,1KGAY45nkMs1GuNNMDC8eUCaF2SXJckKaD,0.0013224,11.653504536,2020-01-15T23:07:53
e85015ec73ed489c0c0e0015d09cce487cb44ea20a4bb9163cb506b59f5f9aba,3QcSzcMvFAk7x5CNC5LCKbSCP3VR7jBjJD,3BQNVWVLqK5DrF5jXzC6pYRtr24DwBZJy7,0.92937488,8190.0138987632,2020-01-15T23:07:52
34872c076c1fe14b257227d920badbb856aca97da807a3f928b760552539d3b5,1AwGxstHKWdKgqDvQZptGjVwKorKdbWhiF,17bX6A7fDjhLdjjsm5HZCh4pHk6kmgqvGo,0.0073584,64.845090576,2020-01-15T23:07:52
9bffe81bb63763fa1d8f7d08483d84a207a8dc48a96d83fe9cac03284da2b8e9,181q7XXrk26av8F7BQpWJXk16CbRTmTwfJ,13SVT1wK4Gb8yg6B7M7LQMUQ4EraiFC9GL,0.9129304,8045.098727656,2020-01-15T23:07:52
6e63004279215559992e7754b71d3c35e07d9e8ecdaa6d12ea4981a199ec83e1,3JCB5dsntkx11TJpnuTN9pqQFNMkLfhq3e,34QdECmq4uHF1Rmg3n51V2xnuQr7qLPNwN,0.01135,100.0206265,2020-01-15T23:07:50
58dd273b013eb1f5da211464c7038257a037b00dc11480bd2f7152d7921166c4,1B9EC635mEkHAWL97QSd1fLqct8uTBq8ps,3QpsLZ1RRJj2wcsPohH4SH7DzbeCMpsPaU,0.9559384200000001,8424.1021730238,2020-01-15T23:07:51
18d317eee84c5a328f01009a44cb025f12464497333cb08b2a3d70cd976f6702,1FMtdfKtAzTf1HdcEjTYAs2Eu3HF2QUmta,3HBkj8DHFT82YVcSwir1L8gXeZvJzuPWCa,0.0239983,211.482378937,2020-01-15T23:07:52
68930740c88ab08921252d8ff90916174e59d1791a4dd7182a4cafa7044e6ab2,19af26zQdBzpyRWom3jVFMoVaYkR5C77b5,1DDBngL7j21aTRu7WVxx5nmBY94TQCvZ5F,0.07223148,636.5319720371999,2020-01-15T23:08:20
1fc1c24a999e6612183abbdd0e66fff2234d5cfb2a07994d1c9202de394df4b7,3756ZEaiT1sZickR8inNzkRZER2UmWJiwL,3NBRWXKKU6G5SgcFaLfZe1vLypTZeVYVay,7.61665438,67120.9288917682,2020-01-15T23:08:19
a708fdb912aa015533a40efae18a76cacc5ab7792d5592f26e7204b489986b4c,1H6V8TNzCjie6Ln76c33Kx7mQVqxvEVrE4,3EuEv7WMs7g74gdgFUCAERf8i7jeTUsMCY,0.034769100000000004,306.398869149,2020-01-15T23:08:18
4758fe5e57d4410c1a298a68d28564b7fa37450452d8717a402a3a85409999b0,1PPc7GGxXifEWxeupsPaCeSAzd2XoBz3cH,3AQmwCCtfzYy2PUUoC9DkaDYWvxei5moNX,5.46e-06,0.0481156494,2020-01-15T23:08:23
e16e676692be57163d33ef27411e88d7216779b548e730da1de23de2eeb8f9f2,16P7b2SBCC8yZi5yivkyEHUcMLcf5HpjFV,1MeV6n5pskgTNm65niYj2MZw7mX7Yuhdo6,0.11278807,993.9324601873,2020-01-15T23:08:20
959edfe1190190c7d69d595daa4cbd6cb508949e373ffdce6b86d789fb3e62c4,369d6zM8912um1DTzntLU7Y49DPefS4mRz,3Gfc23U1XSQjfzxFM4uHFKDQxSZst2z2Uq,0.841,7411.21999,2020-01-15T23:08:20
3ded8f3ebbacd9837b575d6606d7e29afe5947b2bd9e9b7480e3e217bf5b5d92,13hhuQ82sVPSLuiiydB8E8gx14Jw88kjwe,3M6m4dq2EiQs6NQFwEiTzB1Vy47f2M517X,0.0404419,356.389795141,2020-01-15T23:08:20
5bb9e4a1c0322589372b54a5a6188c0ea8df0becd01f04bcfe748bcadb4b1f89,169ot2wjjiBcczf1NDRrnuDeayeidifasv,34Zs9PPcg6wUxLK3367QfUqSEquBCTtz1u,0.00145337,12.8076632543,2020-01-15T23:08:20
5ead2128e1905cad7772b9a8c242fb050b7b9a80f51183119dc6dc5f16263784,3Ph9vA2BcHJstL8r8AVNJyyfxwV8W3ZoMC,3K1Db4p47xNmxAEec4fYgdtBT79s86Zwsi,0.01625712,143.26408171679998,2020-01-15T23:08:20
95a473a1c4910e4138c4da3e4af6222595bb169ecbfcfb45496a5042ff34f93b,1LskZkQ1JNeUhhimCo4Cvvg8Tp2ngPnAbx,3BfKfiTTrLKyTSdwdFY6Rva2YUw5mE7ZKT,0.00070743,6.2341490577,2020-01-15T23:08:20
a306328ab99f8b50e021096af917f05a4de37effd00e95a937316f8727167834,1K4enxgLtSfe6kFB6FEkwJwZu9nGVvxtw2,3GmjQGk7gXiEky4oXWnZ5gckYvQesKjYEH,0.08635,760.9498765,2020-01-15T23:08:20
c315c1d1a6d92923d5750436574018359700d5ec32d9a125e0fc1e8eefa3cbb5,1BE8khL9GwGT22X7C9ZTc4awjqHeeSkPUh,3EwWtHJbBVoFs8LAyMgBCWR31gVap3ua88,0.0035781800000000002,31.5323176502,2020-01-15T23:08:18
f9c6c70bef205b06a3613d15ca1ec74bc316093ddc95688d9d4b6894467705fe,3DMx3ew9RUNnwpPK3u5bXEJp3gAW4RmwXS,1LooBFS9QBR7CyMZ5jH7cMwfwoZ4qvSkfv,0.07690074,677.6793121686,2020-01-15T23:08:23
63ecbefba11c96c6597c0c1eebeb5390c33ba197e7962b1f430dcb14e7c25278,1t6bgrcd7Ki2SVpgRe6NpoZdmvSCQpPwm,1HqHF25i6GG8Gv1Sq2TU9oG6C26UBRTYpA,0.024149570000000002,212.81542917230001,2020-01-15T23:08:24
86da98e3e09eb989fd4c8f33b600f129d690d2a0874ac6dec1de1bc075ca7222,1JvAJiQhCZt6ZuxT3A8Mm6VV7gASUHqfZc,19fSQSuKURTjF1xdTDLiGZpCvopV4E12ys,1.49998663,13218.4671783457,2020-01-15T23:08:24
5ff21a38a5501ddda201978faca3e1b4e4ed11c8f6a438b46b4709120a96a412,1CJEVc9DXXJZ429d1XvNrkjT3cpjXysWMj,1Mthkf6tYfdxhGTuG2Fv6zZhdmPXi1R6yP,3.75727688,33110.5892045432,2020-01-15T23:08:25
3b4c9c608018ae19f7504ac6c638201b498037d77fb9d6d47401fda007afe6c9,1A1cqnBi1VZq2LZ83K1bjT2WRz73MVRqaF,3NNMLS4w6QzXUgSMSyrivY1iJs6x84kWkD,0.022000020000000002,193.8727562478,2020-01-15T23:08:24
b6c601390c32a1cddc236647b0c9dbf5a491d52231d697c64f049345ed780224,18bJhTo1GVuEKGFSefpaFhYt3RsrWKZfqF,1KtVitcoVTyYT94mQkNMbCoiyeE9A1faZH,0.48218684,4249.2184869476,2020-01-15T23:08:24
b1021492c7d0c07104c9e31d6f0e6fab8e34ddeea57a9c8add5ace6ad5296916,1792x9wz6jtJqJgJzXGvddUrQvbzqU4PhN,18o3A7SEY7xNR7vWgpXtfXfu7t4i5bRLrf,0.10815561,953.1094160078999,2020-01-15T23:08:24
bfa8f229136e7c04006d131eab9fb60a54b84b219d6c1629b26730370ac73638,145YS9gdqnA3p882KWkyTA7vU4rS14ZTgD,13jfJAmzux3haqq1eUgFVsTwN8sdFyx3nh,0.22986627,2025.6712190853,2020-01-15T23:08:24
912810226834c18e7078c1cd661977759bdf48852a1d721f9932e616132530ee,1F3fAgrhJ37DbUhWV4WrEMEtQzJFdo3wqw,14wF4gKF7kvep8EMQuX6spXEGwuuGD1U9C,0.0031855,28.071868345,2020-01-15T23:08:26
bb32a11cbda875eb281e0b10ca6e3b018a496db1b887480878f441a8e982d5e7,3MQJBPZhXAap2itcWy2KHMcAFSBPpSW7a2,17fvCbggFsRuF19wK487eKXTs2xvb9qjBb,4.4985,39642.536414999995,2020-01-15T23:08:26
a6496107de8c16f243795d89822f3e02cd1e7d71efd427631a4e9526b212ed52,1FjMqD6p2nBuNWbUPndhduBTQLqseghMbh,1H77FBYjPzyKiwZy1VgGM15KSguGpePkPw,0.00657179,57.9131764781,2020-01-15T23:08:26
d30a3511ef225743bdee15327b1501e58c2cb982fbe4df42944c991e7cc4b34c,1NTXRM8jXSwKBW8ypxrFKxctHQoTan9MQU,392ZobxZuBWxpN99ayfhy4oajYsDySHaAe,0.00062332,5.4929389348,2020-01-15T23:08:27
8039e7a420ca6e9dd16c079d374be6a7da3f796baa17655fdd6bf94274e960e5,139KWmbR9UwPiww15hnSH7eXjR8v2FUYo3,1KXhAyyjZoZtxDpEcgBAMHXmHt7aDcShD,0.002,17.624779999999998,2020-01-15T23:08:26
e7d91d9f66611c8626c9528e702ef8a9a91444dc5652dacae47cc11ecb2726d5,3Dvq62H1Cu5JuMRYu6gDr11LsM3GVyHTF1,1JrHB13BJQ9NLhPitScR14XLCA2JoXUhKH,0.07626962,672.1176365918,2020-01-15T23:08:28
ad5905d1e96a5d666ec93f66841141854319dc266ba5190f2e78790c6322ad99,15aHeRZrsEcWz82qrf82kibuuKcgPmNsua,1EmvCV2dZDmGT4fJ1378X3LqN6j49QxPtX,3.2995,29076.480805,2020-01-15T23:08:28
89565c6d465e74dab7b6bb42e707c3bb900aa2e12a87e16c444120bfc132a186,3Bt8wawNLPUZgTAtKEUWbEcrVzW9NJk8Js,1HKFzTcwdaedfcZmPtMjVYC8qxgeMjhZp,0.01635392,144.1171210688,2020-01-15T23:08:33
0dd2c75013f714bbe38dc77558ff7048b5002164aaa489e68ee9ae60fb857b80,39uvs95xKEa1woBEpQXv4BeVG71ozkKcp5,3KT17tJ1YddnFFtTWuXH3ynx3ZdxrY4Kdq,0.00915477,80.67540360029999,2020-01-15T23:08:33
233176d49ff57343e1a06ace813a9d496ff5befcb79657c86d8e5557165a3cc8,1At4WCfQavzdqFWGJmGvBAZJi4rnmqF2St,1FRR3MpUrbMpbsGz4z6LZtsFnWHBWfk94V,0.90871345,8007.9373196455,2020-01-15T23:08:33
9ba48eb11afe731ac1d81eac941eeeb7f28fa1571a90201b09f90ccc055e9d67,1yUSXGVN6Wh4D4MifupgV4i9Z1LEPqY13,14X5cBC5J3LwmjdwEUK94LGeW7X45aQpAh,0.00011717,1.0325477363,2020-01-15T23:08:33
84195d9bb9a84916ff8dfc2818c968875c87d31657165588344f68fbd061e062,3AATHXNwtgWpUVF6tdViB6cn3LtovNZryk,3PnQrQUtgPMqqCsFRXfuu36sVXSbFDbvBo,1.5808745,13931.282635054999,2020-01-15T23:08:33
41c17e7b6be184809c84b516ce0862829864a27d8119cbe1a47c1adb83fb6628,1E78PG5oGQx13N8AGuZPA1MRnESVEVhBSm,1PjfJAtenSgWYmdttdJnQmH5qr1uQ8vpCz,0.01603891,141.3411300949,2020-01-15T23:08:33
d4d6e25c68b99b5af9fb4a1ce99e7820c68ee09c0e7d8acbe013520a18239495,1Lpcycr1VmvbHdz6bnZo6UbF9xA4DYsCQi,393ywETAQXYzNFYFr5nRKt48H9XQM3EHny,0.06875603,605.9049512116999,2020-01-15T23:08:33
58408eab546a48268036558e832caeb6f654b08f7514c301ed8c9aea4902468e,18D6rN88K9urGxQA5Wjp2T1Amca3KrwgwZ,1H77FBYjPzyKiwZy1VgGM15KSguGpePkPw,0.00161692,14.248929638799998,2020-01-15T23:08:33
ca2ebc064fe531db7b50006d7cc082bff503ad94c79196b590f716d1d8745d8f,1A9hDpPYax9PAYdRLCk3GKgj2fmpGNBfss,1GJWuUEyXppn2rzFd1FsCR2gqjLbiZswFX,0.001186,10.451494539999999,2020-01-15T23:08:33
a1be6bf6bb950bc8ca856574b507ec6f3643d070d45cc0c9cad5a9648cb18723,31xtCMFuFpaovct3PBr86WDrfwbRASMctc,1Nm5jXjrcYh3BejXKVGq49mTnmUqDRgR2A,2.46368527,21710.9554364953,2020-01-15T23:08:34
b860b580f2edf5e40972256bdd5277904bddc8c7ca491a542d04f7b80d4ef094,1AojccX1ZLDQcjJ7JGtpEAtFywfTHQG15D,1AQ1K4PGfct8ehQu69gbfwS3Wke36DDUKD,0.061923570000000004,545.6946490323,2020-01-15T23:08:33
8550f2f512fb0053fb8065230b2f3c2c3f227cda69b9d0aec9a76971d02a8a84,3E5NsFYg9H64TSB9MroJCCZJG7dJ179Yge,3JXRVxhrk2o9f4w3cQchBLwUeegJBj6BEp,15.67067173,138096.07084673468,2020-01-15T23:08:34
80de3b1a3753f73461e03a422030dc7ad5e906b4a1e71d30fa0c0d9f61f9704b,1GhM1FLcmyYApbLZ3SNVfMBBrSiPMeB5dB,39EcRXc4HAHnmPdf61NqfQA9UNeMc2AEcs,0.015767510000000002,138.9494474489,2020-01-15T23:08:34
